Unidade,Unidade Superior,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
Coordenação de Suporte ao Usuário,Diretoria de Infraestrutura e Suporte,3,3,3,3,3,3,3,3,3,3
Coordenação de Suporte ao Usuário,Diretoria de Infraestrutura e Suporte,5,5,5,5,5,5,5,5,5,5
Coordenação de Suporte ao Usuário,Diretoria de Infraestrutura e Suporte,5,5,5,5,5,5,5,5,5,5
Coordenação de Suporte ao Usuário,Diretoria de Infraestrutura e Suporte,5,5,5,5,4,5,5,5,4,5
Coordenação de Suporte ao Usuário,Diretoria de Infraestrutura e Suporte,5,5,5,5,5,5,5,5,5,5
Coordenação de Suporte ao Usuário,Diretoria de Infraestrutura e Suporte,5,5,5,5,5,5,5,5,5,5
Coordenação do Cine Metrópolis,Secretaria de Cultura,4,3,3,4,3,4,4,5,4,3
Coordenação do Cine Metrópolis,Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Coordenação do Cine Metrópolis,Secretaria de Cultura,1,1,1,2,1,2,1,1,1,1
Coordenação do Cine Metrópolis,Secretaria de Cultura,4,3,3,5,5,5,3,5,3,3
Coordenação do Cine Metrópolis,Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Coordenação do Cine Metrópolis,Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Direito,Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Coordenação do Curso de Direito,Centro de Ciências Jurídicas e Econômicas,5,4,5,5,5,5,5,4,5,5
Coordenação do Curso de Enfermagem e Obstetrícia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Engenharia Ambiental,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Engenharia de Computação,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Engenharia de Produção,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Engenharia Elétrica,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Engenharia Mecânica,Centro Tecnológico,4,5,4,4,5,5,4,4,5,4
Coordenação do Curso de Farmácia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Fisioterapia,Centro de Ciências da Saúde,5,5,5,5,5,4,5,5,5,5
Coordenação do Curso de Fonoaudiologia,Centro de Ciências da Saúde,5,5,4,4,5,5,5,5,4,4
Coordenação do Curso de Licenciatura em Pedagogia,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Licenciatura em Pedagogia,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Licenciatura em Pedagogia,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Licenciatura em Pedagogia,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Licenciatura em Pedagogia,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Medicina,Centro de Ciências da Saúde,5,5,5,5,5,5,4,5,5,5
Coordenação do Curso de Nutrição,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Odontologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Curso de Terapia Ocupacional,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Agroquímica,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Arquitetura e Urbanismo,Centro de Artes,5,5,5,5,5,4,5,4,5,5
Coordenação do Programa de Pós-Graduação em Biologia Vegetal,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Bioquímica,Centro de Ciências da Saúde,5,5,5,5,4,4,5,4,5,5
Coordenação do Programa de Pós-Graduação em Biotecnologia,Centro de Ciências da Saúde,5,4,5,5,5,5,5,5,5,4
Coordenação do Programa de Pós-Graduação em Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Ciências Farmacêuticas,Centro de Ciências da Saúde,5,4,5,5,4,5,4,5,4,4
Coordenação do Programa de Pós-Graduação em Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Ciências Florestais,Centro de Ciências Agrárias e Engenharias,5,5,4,5,4,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Ciências Odontológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Comunicação e Territorialidades,Centro de Artes,4,4,4,4,4,4,4,4,4,4
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,4,4,4,5,4,4,4,4,5,4
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,4,4,4,4,4,4,4,4,5,4
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,5,5,5,5,4,5,4,4,4,4
Coordenação do Programa de Pós-Graduação em Doenças Infecciosas,Centro de Ciências da Saúde,5,5,5,5,4,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Educação,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Educação,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Educação,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Educação Física,Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Enfermagem,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Engenharia Ambiental,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Engenharia Elétrica,Centro Tecnológico,4,3,5,5,3,5,3,4,5,5
Coordenação do Programa de Pós-Graduação em Engenharia Elétrica,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Engenharia Mecânica,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Engenharia Química,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,4
Coordenação do Programa de Pós-Graduação em Ensino de Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
"Coordenação do Programa de Pós-Graduação em Ensino, Educação Básica e Formação de Professores","Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Genética e Melhoramento,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Genética e Melhoramento,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em História,Centro de Ciências Humanas e Naturais,4,5,5,5,4,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Informática,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Matemática,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Nutrição e Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Psicologia Institucional,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Coordenação do Programa de Pós-Graduação em Saúde Coletiva,Centro de Ciências da Saúde,4,5,5,5,4,5,4,5,5,5
Coordenação do Programa de Residência Médica,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Coordenação do Teatro Universitário,Secretaria de Cultura,3,3,2,4,4,5,2,5,3,2
Coordenadoria de Projetos Especiais,Gabinete da Reitoria,5,5,5,5,5,5,5,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,4,5,5,5,5,4,4,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,4,5,5,5,5,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,4,5,5,5,5,5,5,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,5,5,4,5,5,5,4,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Agronomia,Centro de Ciências Agrárias e Engenharias,5,5,4,5,5,5,4,5,5,5
Departamento de Artes Visuais,Centro de Artes,5,5,4,5,5,5,5,5,4,4
Departamento de Artes Visuais,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Biologia,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Biologia,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Biologia,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,4,4,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Agrárias e Biológicas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,4,5
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,4,4,4,4,4,4,4,4,4,4
Departamento de Ciências Biológicas,Centro de Ciências Humanas e Naturais,5,5,4,5,4,5,5,5,4,4
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências da Saúde,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Farmacêuticas,Centro de Ciências da Saúde,5,5,5,5,5,5,4,5,4,5
Departamento de Ciências Farmacêuticas,Centro de Ciências da Saúde,5,5,5,5,4,5,5,5,5,5
Departamento de Ciências Farmacêuticas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Farmacêuticas,Centro de Ciências da Saúde,5,5,4,5,4,5,4,5,5,5
Departamento de Ciências Farmacêuticas,Centro de Ciências da Saúde,4,4,5,5,5,4,4,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,4,4,4,4,4,4,4,4,4,4
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Fisiológicas,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,4,4,5,5,4,4,5,5,4,4
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,4,4,5,5,4,4,4,4,4,4
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,4,4,5,5,5,5,5,4,4,4
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,5,4,5,5,5,5,5,5,5,5
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,4,4,4,4,4,4,4,4,4,4
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,4,5,5,5,5
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Florestais e da Madeira,Centro de Ciências Agrárias e Engenharias,4,4,4,4,4,4,4,4,4,4
Departamento de Ciências Naturais,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Naturais,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Naturais,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Ciências Naturais,Centro Universitário Norte do Espírito Santo,4,4,5,5,4,4,5,5,5,4
Departamento de Clínica Cirúrgica,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Clínica Médica,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Clínica Médica,Centro de Ciências da Saúde,5,5,4,5,5,5,5,5,5,5
Departamento de Clínica Médica,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Clínica Odontológica,Centro de Ciências da Saúde,5,5,5,5,5,5,4,5,5,5
Departamento de Computação e Eletrônica,Centro Universitário Norte do Espírito Santo,5,5,4,5,5,5,5,5,5,5
Departamento de Computação e Eletrônica,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Computação e Eletrônica,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Comunicação Social,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Comunicação Social,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Comunicação Social,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Comunicação Social,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Desenho Industrial,Centro de Artes,5,5,5,5,4,5,4,5,5,4
Departamento de Desenho Industrial,Centro de Artes,5,4,4,4,4,4,4,4,4,4
Departamento de Desenho Industrial,Centro de Artes,5,4,4,4,4,4,4,4,4,4
Departamento de Educação e Ciências Humanas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Educação e Ciências Humanas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,4
Departamento de Educação e Ciências Humanas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Educação e Ciências Humanas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Educação e Ciências Humanas,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,4,5,4,5,5,5,4,4
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,4,4,4,4,4,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,4,4
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Educação Integrada em Saúde,Centro de Ciências da Saúde,3,3,3,3,3,1,1,5,5,2
"Departamento de Educação, Política e Sociedade",Centro de Educação,5,5,5,5,5,5,5,5,5,5
Departamento de Enfermagem,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Enfermagem,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Ambiental,Centro Tecnológico,4,4,4,4,4,4,4,5,5,5
Departamento de Engenharia Ambiental,Centro Tecnológico,5,5,5,5,4,4,5,5,5,5
Departamento de Engenharia Ambiental,Centro Tecnológico,5,4,4,4,4,5,5,5,3,4
Departamento de Engenharia Ambiental,Centro Tecnológico,5,4,4,4,4,5,5,4,4,4
Departamento de Engenharia Ambiental,Centro Tecnológico,4,3,4,4,3,3,3,5,4,4
Departamento de Engenharia Civil,Centro Tecnológico,4,4,4,4,5,5,5,4,4,5
Departamento de Engenharia Civil,Centro Tecnológico,5,4,4,4,4,4,3,4,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Civil,Centro Tecnológico,5,4,4,4,4,5,5,4,4,5
Departamento de Engenharia de Alimentos,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia de Alimentos,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia de Alimentos,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia de Alimentos,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia de Produção,Centro Tecnológico,4,4,4,4,4,4,4,4,4,4
Departamento de Engenharia de Produção,Centro Tecnológico,4,4,4,4,4,4,4,4,4,4
Departamento de Engenharia de Produção,Centro Tecnológico,5,5,4,5,4,5,5,5,5,5
Departamento de Engenharia de Produção,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia de Produção,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia de Produção,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia e Tecnologia,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia e Tecnologia,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,4,5,5,5
Departamento de Engenharia e Tecnologia,Centro Universitário Norte do Espírito Santo,3,3,3,3,3,3,3,3,3,3
Departamento de Engenharia Elétrica,Centro Tecnológico,5,5,5,5,5,5,5,5,5,4
Departamento de Engenharia Mecânica,Centro Tecnológico,4,5,5,5,4,4,4,5,5,5
Departamento de Engenharia Mecânica,Centro Tecnológico,4,4,4,4,4,4,4,4,4,4
Departamento de Engenharia Mecânica,Centro Tecnológico,5,4,5,5,4,5,5,5,4,4
Departamento de Engenharia Mecânica,Centro Tecnológico,5,5,5,5,4,5,5,5,5,4
Departamento de Engenharia Mecânica,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Mecânica,Centro Tecnológico,4,4,4,4,4,5,5,4,4,4
Departamento de Engenharia Mecânica,Centro Tecnológico,4,4,4,4,4,4,4,4,4,4
Departamento de Engenharia Mecânica,Centro Tecnológico,4,4,4,4,4,4,4,3,4,5
Departamento de Engenharia Rural,Centro de Ciências Agrárias e Engenharias,4,4,5,5,5,4,4,5,5,5
Departamento de Engenharia Rural,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Rural,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Engenharia Rural,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,4,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,4,5,5,5
Departamento de Farmácia e Nutrição,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Física,Centro de Ciências Exatas,5,5,5,5,5,5,4,5,5,5
Departamento de Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Física,Centro de Ciências Exatas,2,4,4,4,4,4,4,1,4,3
Departamento de Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Física,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Física,Centro de Ciências Exatas,4,4,4,4,4,4,5,4,5,4
Departamento de Física,Centro de Ciências Exatas,4,4,5,5,4,5,4,4,5,4
Departamento de Fonoaudiologia,Centro de Ciências da Saúde,5,4,5,5,5,5,5,5,5,5
Departamento de Fonoaudiologia,Centro de Ciências da Saúde,1,3,4,4,4,3,4,4,4,2
Departamento de Fonoaudiologia,Centro de Ciências da Saúde,4,5,4,5,4,5,5,5,5,4
Departamento de Fonoaudiologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Geografia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Geografia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Geografia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,4,5,5
Departamento de Geologia,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Ginástica,Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Departamento de Ginecologia e Obstetricia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Informática,Centro Tecnológico,5,5,4,5,5,5,5,5,5,4
Departamento de Informática,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Informática,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Matemática Aplicada,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Matemática Aplicada,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Departamento de Medicina Social,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Medicina Social,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Medicina Social,Centro de Ciências da Saúde,5,4,5,4,4,5,5,4,4,5
Departamento de Medicina Social,Centro de Ciências da Saúde,4,3,3,3,4,3,4,4,5,3
Departamento de Medicina Veterinária,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Medicina Veterinária,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,5,4,5,5,4,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
